,account id,average deposit amount,current balance,product type,profit,household id,active,predicted loss,new household,open date,last active
37,a4EXbO9u,664.2759025900054,39363.42156066952,8,3,X5PMZYAq,1,0,0,2020,2022
38,bG2IQxm4,598.5276749583377,34782.61386062171,7,97,tkJvqKbU,0,0,0,2015,2022
39,wlNYAX1L,982.5036465181116,53933.83436004666,10,38,LclXSIjI,1,0,0,2016,2022
40,MQLzojJb,1530.937319118456,80425.78544184164,10,44,5fuSLdnD,1,0,0,2019,2022
41,0YOiu6w9,1534.4021725656946,78035.20804141881,2,52,QoPOWfbQ,1,1,0,2019,2022
42,SXPjjmSQ,1718.3531548005737,93556.39053580997,7,65,N0psUv6g,1,0,0,2018,2022
43,kJgc1W5s,1078.467288661502,60369.02294072132,4,97,coM8FvA5,1,0,0,2020,2022
44,4GSnwz14,907.9837350259354,50907.525200935626,2,20,z8hYeJXv,1,0,0,2016,2022
45,ZnkpNdR0,584.0138461074162,33673.448695818195,2,78,QnRpRvYg,1,0,1,2021,2022
46,mw7EFSkz,980.086268267188,54357.13778383628,3,50,ymgr7arR,1,0,0,2014,2022
47,lCeurfe2,1488.9798039555967,80647.64414283079,6,4,K1hzFuIl,1,0,0,2021,2022
48,EkHaVdsL,1794.5390114194743,93283.70813324083,9,55,ly0hAz3t,1,0,0,2016,2022
49,RZPLsihf,717.5717296725851,39572.52139473321,9,2,jE7lk0TP,1,1,0,2014,2022
50,AmgyGMzO,298.28533362162227,20510.673326800985,7,70,BUKQHbVa,1,0,0,2013,2022
51,Ln6Xe9wZ,1195.667974371475,64049.645654936176,4,72,dENeKRDc,1,0,0,2012,2022
52,SfOgMLSJ,1190.9484680394862,65582.28778732575,4,10,xwKqkjeI,1,0,0,2011,2022
53,SPdboNz9,1534.3798701007674,82257.80338532808,2,41,AHDMCcKg,1,1,0,2011,2022
54,3F42R3jm,1042.4100400494026,57135.19395532627,6,50,XCr8RW4L,1,0,0,2014,2022
55,IGfBF0gs,1281.6647491262365,69610.25419898515,2,44,dM4AWNak,1,1,0,2015,2022
56,JsJ2Rkrd,356.6608856302503,21829.835994818408,10,64,ZAxxIUJG,1,1,0,2018,2022
57,Ap4Ep2oL,1109.5779041440449,60554.89820169334,5,90,yMSoR0li,1,0,0,2020,2022
58,CKMdrxSi,667.1177532600328,38390.96236263033,4,71,hE06rAYv,1,1,1,2013,2022
59,MKLDvNow,1086.26105867329,58039.795175047715,5,71,WlEADXdT,0,0,0,2011,2022
60,bedZrLz5,552.95311790384,33345.3268022178,6,47,kOmgbgoX,1,0,0,2013,2022
61,RCDXMwkN,1073.1992387204966,55446.61755859626,1,17,6gsLdQFJ,0,1,0,2010,2022
62,jSkVkGHu,522.5262639717353,32645.670205527706,7,78,kzFNR0SS,0,0,0,2012,2022
63,4bCIaYSY,454.07047410168366,28889.683128188874,4,26,edkZhIhW,1,1,0,2020,2022
64,KFMIIAzD,543.4967822953362,34527.71756794072,7,44,Z6rrd03c,1,0,0,2016,2022
65,Jo0HgOtF,1391.4026393156257,73746.72919299701,10,12,jxUIYIwl,1,1,0,2020,2022
66,Dd56AlcP,74.54512049443895,10218.358739285686,3,63,lgpHgPKl,0,0,0,2021,2022
67,Cy1M5Ofb,599.1625123616643,34513.39944833494,10,0,KBLokA4e,1,0,0,2011,2022
68,12t3TYgb,994.1034083158106,54991.18640405529,8,2,q4au4A1k,1,0,1,2020,2022
69,3DCzk8KQ,1100.7906385879912,58191.53057934753,9,91,jL3JXIdr,1,0,0,2021,2022
70,2dHIGkIO,1575.126550399339,83060.17691297125,9,7,HQxLeimR,0,0,0,2017,2022
71,Bqo60z6n,607.7870209796552,34041.17202942888,3,22,GErXX6Pj,1,0,0,2010,2022
72,2f0PeE5k,981.2110325254748,55132.656063532835,9,86,k53H4Kz1,1,0,0,2020,2022
73,XCZ8GmR3,729.3031141694642,41558.126127642616,4,11,bqsUDVBE,1,0,0,2016,2022
74,vmCLAGe4,1237.2378519008416,67729.90623873445,8,25,dXAF2Wkx,1,0,0,2010,2022
75,AFVzC05E,909.0207405805091,50826.68060187422,3,22,k2wrh71j,1,0,0,2018,2022
76,nAWU77iP,824.5480110531589,47521.607169290175,6,69,P042Ayrw,1,0,0,2018,2022
77,Q9OrHieB,1702.9000220255398,90260.7685874286,3,97,ojiG4FbY,1,0,0,2016,2022
78,WjFi3HtT,858.976858968645,45294.02593012119,3,74,ditSMquX,1,0,0,2020,2022
79,MtXavbUw,1024.3550597955593,55965.787537512646,5,72,I4OO3UEO,1,0,0,2017,2022
80,30tjj0e6,1295.1638313807248,70537.85361666644,1,44,YjCivU8p,1,0,0,2018,2022
81,AG39kXcX,1493.5624749805525,79852.41829053039,5,49,NuXH2jo7,1,0,0,2011,2022
82,FOMvJqXc,964.2234387821284,52771.237574920255,7,45,AZPJMEdq,1,1,0,2011,2022
83,EwS3ffJN,979.1519936112876,51542.97645415505,6,86,NxpMRPBO,1,0,0,2016,2022
84,IZUx5lQI,959.4154638820087,49984.99526629995,7,87,XPtLCk7m,1,0,0,2017,2022
85,rgAU8roq,1263.6324420453873,66216.3528406221,8,57,AyjUEbNN,1,1,0,2020,2022
86,ASIEV72t,901.4666044196159,47580.44385489086,4,72,b6ZeddlL,1,0,0,2017,2022
87,Dhr5BXcX,1221.9716652791362,65651.91669838277,2,19,luGIoxyv,1,0,0,2014,2022
88,Sd7RFIkN,761.6224159083124,41722.70647505163,3,33,gafRXl2T,1,0,0,2013,2022
89,eEaQ3nUI,1143.3189709428152,60297.35660577673,5,82,cnrDn8mY,1,0,0,2019,2022
90,y5OSzkxK,711.4517156095278,39595.81206417439,3,78,ectUGHMs,0,0,0,2016,2022
91,TCGtJ8A2,1142.851030009737,60568.88852503344,6,29,Fg5in9z8,1,1,0,2014,2022
92,dp65brdG,1053.6386014435693,55280.24893300494,6,51,0laaYQzS,1,0,0,2018,2022
93,gKwZRxST,1474.019609865,81072.97158588147,8,77,E3lUdIYP,1,0,0,2014,2022
94,T7W0Cojf,807.2467651969285,45385.95651444803,7,77,Evfg8Lft,1,0,0,2021,2022
95,7RDibBZ5,694.7843371129197,38595.3895233095,9,53,OiZSJeln,1,0,0,2014,2022
96,JvkyAz7Q,479.8010231914583,29337.144262305177,2,16,lsxzlTrP,1,0,0,2013,2022
97,YJ9hlqaH,1002.2423090729823,55382.64504197833,8,47,b7xtebfU,1,0,0,2012,2022
98,0wxXoLNQ,1186.9223965598567,64160.33213503636,10,37,GrwYsYdS,1,0,0,2014,2022
99,DroZFphy,566.0779146450202,32228.03533012909,7,41,RGUIoiuk,1,0,0,2013,2022
100,H9YFpYqp,1213.0044082905547,66382.398739915,9,89,BhyrA0zO,1,0,0,2010,2022
101,UZhGAsRu,1061.8371029868258,56927.82570087313,10,72,YW0SrQ9r,1,0,0,2020,2022
102,6yNJZaRz,1182.4114702538882,60993.058034871414,9,11,NYoweHsI,1,0,0,2011,2022
103,QNQUI4iA,694.419142505595,40015.16210456798,1,100,oShiZYk4,1,0,0,2016,2022
104,ZvIuD6X7,1337.1414099803205,70730.3675597075,9,97,AlvODOYe,1,0,0,2010,2022
105,WuyJ2uyO,1237.2212067953901,63761.21539800431,10,54,36ve3HFo,1,0,0,2011,2022
106,LscL4CF6,1186.3622816801003,66020.54074852388,8,12,IcGhdZ7a,0,0,0,2018,2022
107,ZssIHS5t,593.1481084095717,37224.410273327645,4,48,Z5fYBQGU,0,1,0,2020,2022
108,sZIRqSmk,638.7942755145907,36200.86448127074,2,65,8GkdJjFq,1,0,1,2011,2022
109,yHdD3rvu,1131.7778002776795,62502.47668627453,4,47,alSYxxO5,1,0,0,2019,2022
110,nHdU9ssX,1404.7472024119213,73057.67836894395,7,27,YDr4EGTf,1,0,0,2011,2022
111,dL9aoWRq,1439.8367175151047,76741.96653670298,6,84,yyUqGPZI,1,0,0,2018,2022
112,V81qQuGP,1173.265520082778,64993.411579808875,7,48,IMsg8VOb,1,0,0,2021,2022
113,UiGMOiAp,999.4830049115111,53129.457930469114,8,91,qD2E6mHf,0,1,0,2014,2022
114,Qw1WxpXj,1060.2050386285832,57114.45917149335,4,79,yZpRLDM4,1,1,0,2018,2022
115,ZcPB1LTN,772.7197990134273,44884.06482678798,1,38,blYTcuZk,0,0,0,2018,2022
116,JyZaSAQf,1008.4661344788638,55846.585555030375,5,96,6vzUvVEH,1,0,0,2020,2022
117,QQuRB1yK,1223.4960963563203,67325.42821643778,4,89,Es5RJn8B,1,0,0,2021,2022
118,XMHctPpZ,935.1871706612997,53242.54392453922,2,89,sqkWs4wI,1,0,0,2015,2022
119,YRu9k7RL,1445.8408202271116,75473.37050023074,7,32,Y41iYDNb,1,0,0,2016,2022
120,gs8Ty6Xx,1631.6961727714347,85155.77721839715,6,35,gVs1FiHG,0,0,0,2018,2022
121,tznwROND,1016.0282077642536,57309.46821545002,7,31,pGyoPUKq,1,0,0,2014,2022
122,enTUGSN0,992.562400954355,53972.462673944174,7,14,nVhTkjHM,1,0,0,2018,2022
123,u9BRPLH6,796.1733903568827,45111.02519086594,5,11,eK3UYYPE,1,0,0,2014,2022
124,iET2oxCm,356.3584161179326,22909.37149739639,3,72,ilxySgeo,0,1,0,2018,2022
125,kHatVUCu,1136.6798707313108,61717.2932317739,4,56,VkUB4uC3,1,0,1,2014,2022
126,7lyI4h8Y,1100.7464395927893,59771.13343509111,8,31,qQfu0MZx,0,0,0,2015,2022
127,82R9XzVd,837.0878479739893,49284.2549034551,4,82,nn0JvWfw,1,1,0,2017,2022
128,48FlxShX,1099.2484069676916,61491.19577877372,2,28,XOGMnY8b,1,0,0,2021,2022
129,5LqJVVkF,1005.9357658311262,55543.78034114398,7,35,3tf3FpN8,1,0,0,2012,2022
130,boAl5ZuM,1009.4721291809817,55074.446251668516,7,57,S8VB7x6y,1,0,0,2021,2022
131,9waeiIfP,1211.193284676124,65666.625175994,10,13,xJ6mNvpc,1,0,0,2010,2022
132,qDfDJKjf,1102.7258679617526,62524.7553972324,2,72,oGFKknUz,1,1,0,2020,2022
133,TwJqpmN0,612.2225838396348,35148.66780601319,5,5,sgeSkLw9,1,0,0,2020,2022
134,xyf2iMsY,564.8293798461332,33708.8239825948,10,77,uGLEdrqm,1,0,0,2021,2022
135,Aistji8V,1201.9281905705677,65301.06054885258,6,38,lZ7C0Av8,1,0,0,2021,2022
136,lyL9UCzD,640.4127572465609,35678.49585543243,4,7,0NGGbWNO,1,0,0,2020,2022
137,1IpDqDro,1064.8996860420061,58845.863087117046,2,3,1bLZqrTs,1,0,0,2020,2022
138,VpMfvahS,739.6657650039099,41971.103516300645,5,10,tAx21PS6,1,0,0,2016,2022
139,pIwXalAf,793.7383148057324,44745.94116885391,6,87,SMp3uHV4,1,0,0,2018,2022
140,fpTcHVdh,1085.9563056873699,58321.90563735732,1,86,M51sc7EB,1,0,0,2018,2022
141,8zW0BDH9,808.3799929709608,44533.2071426025,3,46,R1wTd6DT,0,0,0,2019,2022
142,YGN1hbkZ,1459.1065130534762,78830.22912862604,2,38,KLVX1b1K,1,0,0,2016,2022
143,khvZF3xj,668.8529478906685,37042.968745606966,5,27,iSfur1FC,1,0,0,2010,2022
144,TnI0n6w4,975.6579934624508,53980.73788533031,4,99,n63tOQZP,0,1,0,2018,2022
145,yAtN1VDf,1451.4806974632884,76087.57876917283,4,45,6wgw12RC,1,0,0,2014,2022
146,zQNEqSQL,1400.7572527646444,75617.34459841315,2,40,DN3ICtan,1,1,0,2013,2022
147,BKAA4Nnp,1408.186073104278,76077.50068595774,4,43,SpEFOPlO,1,0,0,2014,2022
148,jgyepr1N,771.8641396817618,43576.25857481104,8,79,OlqTJult,1,0,0,2015,2022
149,qJQR7I5H,1508.491880380344,80302.2623600141,8,10,Tf51aDn5,0,0,0,2019,2022
150,wkuy0yRn,811.5740978913478,44621.94095633756,3,82,82rUCyW7,1,0,1,2018,2022
151,qUaOts9A,1037.0983774171568,55224.00561295575,4,40,w3OjH68h,1,0,0,2017,2022
152,I9m2ZIxK,921.8653475655387,50636.05977466445,5,0,AwZVBmTl,1,0,1,2015,2022
153,D0YJwuDx,801.6123534170042,45924.96764299199,9,24,gN4MSMJz,1,0,0,2020,2022
154,cbxCJA0f,544.6656077418916,33082.99397031442,8,25,RXpE7uwj,1,0,0,2013,2022
155,qf4cPJiX,800.1004502136591,43501.36867302736,2,87,Wjr4iaos,1,0,0,2011,2022
156,S6X25aeW,1298.7809193648427,69011.84200780038,10,25,lj4DtmJE,1,0,0,2016,2022
157,bHBA5udx,1564.6028668127124,81076.53487682198,10,4,r2jpZ3R9,1,0,0,2019,2022
158,6PyplwSE,1511.151424394946,81083.47412500883,5,37,uPuREsSU,1,1,0,2012,2022
159,v3iV1AX8,1075.8018976145236,59043.134502677705,3,59,ag7oqDhF,1,0,0,2017,2022
160,0TvmEVZ8,767.6327100204126,40846.69564843033,6,77,Qy034qUu,1,1,1,2010,2022
161,SfFKt18W,1193.447583335364,64317.30192174518,10,19,m2U0eCAF,1,0,0,2018,2022
162,8CwkDemF,1003.6685347780614,55181.65624826641,7,43,mIbkymcd,1,0,0,2017,2022
163,7PgHNRym,748.7077984946889,41684.91064843538,5,79,fAf4WhRc,1,0,0,2015,2022
164,eQzAbnhf,1338.7192053222072,73209.31015407221,3,55,i7HspWUO,1,0,0,2019,2022
165,9qyPKu3d,868.224552609975,50627.010269622406,7,22,MhAaQNPd,1,0,0,2011,2022
166,rAR0iENs,1333.412143721408,72399.27777429667,1,14,C3j8UjoW,1,0,0,2018,2022
167,ZegeeABl,980.4169962065739,53799.30627250497,7,12,GRnp3eJ5,0,0,1,2021,2022
168,sgXkN9DJ,537.3551165584304,31925.285026939695,7,7,VNLXfERH,1,0,1,2012,2022
169,obxwAxF0,735.0261670506484,42335.47380199934,7,48,RfyM7t6w,1,0,0,2019,2022
170,WHHR4DmS,805.2101111497241,44522.91584504529,3,47,z6ocLaFH,1,0,0,2011,2022
171,5wZhYYeC,691.7606076975836,40887.06053629534,6,75,ytoCA64i,1,0,0,2011,2022
172,oKq2YFwe,1662.5942750129861,89172.55982683063,10,48,QB48xo1N,1,1,0,2018,2022
173,yqi8pZMf,1037.3469751857892,57464.76263505084,2,19,hiWPaClg,0,0,0,2021,2022
174,0rvVq9qA,990.8605998715472,55564.67538868218,8,28,SYRYReKP,1,0,0,2016,2022
175,qdHo2PSR,860.1319910000143,48670.93630501617,10,96,BWSungVD,1,0,1,2020,2022
176,ACwuARfE,1114.7581986690134,59522.16983229928,10,45,GEoA8xHf,0,1,0,2013,2022
177,EE8syu23,951.1186061565083,54722.185005761916,2,31,nlXDZJaQ,1,0,0,2010,2022
178,qzs1TSI9,689.040501557766,40030.290358307866,9,25,NSxopYcs,1,0,1,2018,2022
179,jF3VTjz4,1749.9112338181803,91375.81837014895,5,4,JYIfAKN6,1,0,0,2020,2022
180,FdCbvvUd,1009.7739377032456,57622.68537399841,7,14,e189vFFb,1,0,0,2021,2022
181,ld5ehjZN,787.5432235825691,40835.83709568234,2,60,KJf4p8YN,0,0,0,2017,2022
182,nWj3Ix5G,1037.7655353274577,57893.279684701825,4,25,tlqUIt7y,1,0,0,2010,2022
183,ACpieLfC,981.7564106711343,55365.058259717865,10,34,wZCglvXP,1,0,0,2011,2022
184,0uPb8W9S,1169.0874186649169,63254.14432451529,4,51,AiBNVwDp,1,0,0,2015,2022
185,8Bd2sHty,1288.0590051935683,68284.4928760611,6,24,vEiu7J9X,1,0,0,2019,2022
186,eb3tGVWD,1018.9642461806972,56811.593064145985,9,97,3gNlsR69,1,1,0,2012,2022
187,wmPQGNPn,1354.706576989938,74920.68712531807,8,4,kBD3riUQ,0,0,0,2017,2022
188,EjpXCTC0,964.2696722727538,54553.52776030953,10,89,xLVmTN1f,1,0,0,2020,2022
189,I6YRI3xB,865.815912362064,48359.65237277527,3,41,0aKWlxkA,1,0,0,2012,2022
190,Q0ZdNitd,1280.1052504143215,69620.26017458207,10,0,okKUqpn9,1,0,0,2012,2022
191,GP5G21zL,384.6586292149374,26782.65275764764,5,48,5m0TUJOk,1,0,0,2016,2022
192,dpZXQsIB,1084.8541035763203,59265.613454875915,1,60,8gFfmvLn,1,0,0,2012,2022
193,3oo9Bx8Q,1482.3257089466529,80245.3836575403,10,49,xgg0HhvE,1,1,0,2017,2022
194,qMzIe7eO,1086.416601438232,60503.73904924757,1,88,SZWKuxIO,0,1,0,2016,2022
195,UhjVnAwk,915.4138879311153,51088.491214499285,6,52,YN88dQvo,1,0,0,2017,2022
196,Y5pBZgDg,691.970229734676,36897.13466089408,6,82,RvnNC2Mf,1,0,0,2016,2022
197,H03ciz5P,799.2604707665541,46193.54039943371,10,62,2rXGvJjh,1,0,0,2014,2022
198,WPhhEaQ1,1215.3571310425193,67179.15003616696,6,21,mS3gRgVm,1,0,0,2016,2022
199,SoBhMmeH,1306.648590593552,67862.76497487572,10,80,C7ssR83k,1,0,1,2011,2022
200,tMEq6hST,624.9156102250415,36353.08429019657,1,4,d8iwQzgF,1,0,0,2012,2022
201,nwa4n0I0,863.7081278871641,49407.232973457205,7,91,K596h8HG,1,0,0,2012,2022
202,MIa3VacB,1050.7713178800077,57292.95466770864,10,53,ktAX9ulw,1,0,0,2014,2022
203,gw6asglG,936.7963468000602,50993.45109581058,5,49,RqODFCqH,1,1,0,2021,2022
204,FtX0LpYU,1242.744140826036,69080.28126899706,7,96,GKgY5Xu7,1,0,0,2011,2022
205,QeztBBET,443.3776636474313,24789.51261448002,1,14,uBt5kqWa,1,1,0,2012,2022
206,cbDz8xXI,1002.2526561178906,53651.723000679405,3,95,CVR1bTLY,1,0,0,2013,2022
207,SHs5CsXU,876.3540785012223,48877.95940388082,10,1,EgZqRggy,1,0,0,2019,2022
208,c7gJn7IE,979.4783961064633,56073.620862908894,10,33,NmBrotWb,1,0,0,2010,2022
209,Kk0Is2Gd,545.7912217268948,31098.18826579932,2,22,tFtVlubo,1,0,0,2014,2022
210,v626EZG0,1268.0800232328093,68781.05088143193,8,23,MNkciz9R,1,0,0,2021,2022
211,4UI1DQ8R,1331.7882271616127,70367.21279717008,7,77,dLyVr3ls,1,1,0,2018,2022
212,5ZaP6Kfd,1476.158200559909,80481.88231091997,2,39,U5LOcLbm,1,1,0,2015,2022
213,BlE52zwM,1086.295151375355,58668.62305179698,10,58,6Vv9LA4i,1,0,1,2016,2022
214,EFWCey9v,1597.4699527004336,83970.17391588149,10,53,HRjfyi6P,1,0,0,2021,2022
215,JYfIX47u,1074.9746255831533,59121.71782224266,1,95,sNBxtEYU,1,0,0,2020,2022
216,5xODOywu,934.3765294822255,51221.60777774559,9,35,j7WwOe1M,1,0,0,2020,2022
217,tI9C1TcZ,990.2884695385549,57016.767005130794,2,67,IrXOyAsE,1,0,0,2011,2022
218,rfrphpBh,1480.9021111760999,80844.53955588149,1,9,HQ7AzTKf,1,0,0,2014,2022
219,wJ4S1FdP,1258.0153734035987,68549.0406504733,9,49,aE0uLBkv,1,0,0,2020,2022
220,loZSpNJm,1227.123781771988,62389.93511024867,2,85,xxSROjht,1,1,0,2013,2022
221,LUz01kUu,884.7643958487557,49921.45362916519,4,86,41ASdX8M,1,0,0,2014,2022
222,4PII3VFD,1317.1684119810807,71821.90375615272,4,79,EJTnZPP3,1,0,0,2018,2022
223,IuY1ikGj,1137.5001813924955,61331.120075616316,7,37,yXxC6MtO,1,0,0,2021,2022
224,99XPWIGc,1256.4963501238853,66063.036256867,10,82,EzbRvS0d,1,1,0,2011,2022
225,23obKQgG,1301.8381645685013,69391.0849592514,10,83,ycX3M0tk,1,1,0,2014,2022
226,PJi45XiF,1230.0491860551845,66427.84760351096,1,8,QTVt8JGU,1,0,0,2014,2022
227,wl7eX354,1306.900622299734,72658.27235246573,5,88,ecNRWZQt,1,0,0,2010,2022
228,TzKTwCBR,984.9011245533136,51745.25953204893,4,22,cmsc3a5z,0,0,0,2014,2022
229,8UYf6jxp,1353.5307901189717,73638.43925810489,4,48,rNr6OhNG,1,1,0,2015,2022
230,xPvHBzIX,1104.5848629688262,62801.56538243133,1,14,yl4y7pb0,1,0,0,2015,2022
231,ZunIwhB2,1237.2399563323454,65184.065687547016,8,25,kUjw9pEn,1,1,0,2010,2022
232,xtuVNIIk,775.9516745555308,44020.45434043357,4,41,hXvb6Azf,1,0,0,2019,2022
233,lyue3qYL,1244.201198579478,67261.64362966103,5,85,X5LnZss6,1,0,0,2014,2022
234,cNSNQ4cV,894.6154799701148,49677.38966291872,10,91,YxjyaTiR,1,1,0,2014,2022
235,eQ9uMdFC,902.3504890037802,49615.42683483609,10,91,WJbnxBcq,1,0,0,2019,2022
236,pxCM7q96,1301.5155986735022,69526.150694726,9,85,GlHX8ut2,1,0,0,2021,2022
237,2u0HVdn3,694.5300455952106,40306.196987815914,2,42,bC8TGyim,0,0,0,2018,2022
238,3ltsPehk,1191.9396182889625,63114.57071747245,7,81,atqd6ewH,1,0,1,2012,2022
239,kJzAVn5Q,1017.2605746017467,57924.224707915426,3,56,n0gjojlS,1,0,0,2012,2022
240,plMFU3GN,1335.3265782550193,73535.50573494055,10,29,koOQeIyz,1,0,0,2011,2022
241,KqrhT5rZ,703.2039079850877,37753.65210877321,9,64,Qi5ehMP4,1,0,0,2012,2022
242,X5xLvgP4,1315.2035494996487,69690.96111653403,2,70,ldXPwav2,1,0,0,2021,2022
243,FTouksbS,1074.0969247607054,60284.656868907055,8,98,Tjk9ECDM,1,0,0,2012,2022
244,YzIeRWql,1028.8563895458803,56346.25508966942,7,54,oasTa7AX,1,0,0,2015,2022
245,k33JF8hl,947.3475235428053,52957.72723619405,4,91,Bx4OOAzq,1,0,0,2017,2022
246,50WG45lt,916.870434771842,50513.211835686736,10,52,iY3thYvu,1,0,0,2010,2022
247,nfxt1mui,988.8837231592739,54116.47483020756,2,79,zfXUheFt,1,0,0,2020,2022
248,d4sV0Arb,909.8686164483315,49139.00902503256,5,73,XPm9jq0F,1,0,0,2016,2022
249,82hxjnms,1224.457069865592,65054.805862886344,8,72,fOnj2jLw,1,0,0,2014,2022
250,w7HrWUoy,1161.3802469640195,63771.38867795634,2,19,X1A1uZ36,1,0,0,2015,2022
251,eQzrjDuc,519.8518229253964,30565.798298922964,8,77,5AMy3tfb,1,1,0,2019,2022
252,GJAbhNHa,1143.7622972011575,62308.2499417125,1,86,ViUViJCA,1,1,0,2021,2022
253,PEDzyQQq,1263.1859930923192,66519.52780456605,3,69,KzQAXysI,1,0,0,2010,2022
254,YAbiNFJi,1043.6141481759594,58325.35762786414,5,57,PvuQWEi7,1,0,0,2010,2022
255,5ka3p2rK,1077.3570461204342,59221.4747883572,6,92,gDKZJXWG,1,0,0,2021,2022
256,Hhe9B33q,1288.3533192916505,66616.26859270525,1,5,jx8bfc2u,1,0,0,2013,2022
257,N4MSJyYs,1417.7716139763352,74106.44765260567,10,97,CFmJtr9q,1,0,0,2016,2022
258,gkp7kRlL,512.8151233497904,29377.128119131878,8,15,XEUKopYL,1,0,0,2020,2022
259,j9Ua1PxE,940.5727844307293,50572.77619132327,4,2,S17dn3LB,1,0,0,2013,2022
260,RP8G9nbH,1169.1403819772966,62010.75191653315,8,83,M3r7LKyG,1,0,0,2020,2022
261,mOXAuJYc,1124.3813629473782,60453.121067310065,8,47,k9D6aqQh,1,0,0,2014,2022
262,WNz0jByv,1292.4380933689936,70539.19427097359,5,60,JIxYgfcA,1,0,0,2014,2022
263,xdH9y8Zo,989.1392232638212,53196.76184062669,3,28,DvuGap13,1,0,0,2013,2022
264,5z0H55nM,401.86548334300574,22659.88385564126,2,41,7fA4Rs1u,1,0,0,2017,2022
265,Vq6qLs9e,370.2623415220552,25338.617920840992,2,37,wBj7C0Xc,1,0,0,2021,2022
266,p6k20c4L,950.9436354087841,52793.46374232869,2,73,sGDnR5e0,1,0,0,2018,2022
267,l7tIo6DH,1111.5192245492271,60583.194124206566,10,50,LmZ4itD0,1,0,0,2010,2022
